SQL_TEXT,ELAPSED_TIME
"SELECT seat_no,
passenger_name,
book_ref,
passenger_id FROM (SELECT t1.seat_no, t2.passenger_name, t2.book_ref, t2.passenger_id FROM boarding_passes t1 RIGHT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  passenger_name DESC, book_ref DESC",351600
"SELECT t1.scheduled_departure, t2.range, t2.model FROM flights t1 RIGHT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1357
"SELECT t1.flight_id, t1.boarding_no, t1.ticket_no, t2.aircraft_code, t2.fare_conditions FROM boarding_passes t1 LEFT JOIN seats t2 ON t1.seat_no = t2.seat_no",1481
"SELECT departure_airport, scheduled_arrival, arrival_airport, aircraft_code, flight_no, status, MAX(flight_id) FROM flights WHERE 1=1 GROUP BY departure_airport, scheduled_arrival, arrival_airport, aircraft_code, flight_no, status",8463
"SELECT ticket_no, COUNT(passenger_id) FROM tickets GROUP BY ticket_no HAVING COUNT(passenger_id) > 161",70068
"SELECT t1.seat_no, t1.aircraft_code, t2.ticket_no FROM seats t1 FULL OUTER JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",977
"SELECT book_date, COUNT(total_amount) FROM bookings GROUP BY book_date HAVING COUNT(total_amount) > 459",23614
"SELECT ticket_no, SUM(amount) FROM ticket_flights GROUP BY ticket_no HAVING SUM(amount) > 386",82794
"SELECT t1.boarding_no, t1.flight_id, t2.book_ref, t2.passenger_name, t2.passenger_id, t2.contact_data FROM boarding_passes t1 RIGHT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",87997
"SELECT flight_id, COUNT(fare_conditions) FROM ticket_flights GROUP BY flight_id HAVING COUNT(fare_conditions) > 227",92702
"SELECT flight_id, COUNT(arrival_airport) FROM flights GROUP BY flight_id",686
"SELECT t1.seat_no, t1.fare_conditions, t2.model FROM seats t1 FULL OUTER JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1146
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 1049021",1346
"SELECT contact_data, book_ref, passenger_name, ticket_no, COUNT(passenger_id) FROM tickets WHERE 1=1 GROUP BY contact_data, book_ref, passenger_name, ticket_no",844
"SELECT status, COUNT(aircraft_code) FROM flights GROUP BY status HAVING COUNT(aircraft_code) > 291",2784
"SELECT t1.contact_data, t1.passenger_id, t1.book_ref, t1.passenger_name, t2.flight_id, t2.boarding_no, t2.seat_no FROM tickets t1 FULL OUTER JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no",93493
"SELECT aircraft_code, MAX(range) FROM aircrafts_data WHERE range > 3406 GROUP BY aircraft_code",649
"SELECT t1.boarding_no, t1.ticket_no, t1.flight_id, t2.fare_conditions, t2.aircraft_code FROM boarding_passes t1 LEFT JOIN seats t2 ON t1.seat_no = t2.seat_no",1326
"SELECT amount, fare_conditions FROM ticket_flights WHERE amount < 171429",819
"SELECT amount,
ticket_no,
fare_conditions,
scheduled_arrival,
flight_no,
status,
actual_departure,
departure_airport FROM (SELECT t1.amount, t1.ticket_no, t1.fare_conditions, t2.scheduled_arrival, t2.flight_no, t2.status, t2.actual_departure, t2.departure_airport FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  scheduled_arrival DESC, flight_no DESC",302031
"SELECT fare_conditions,
amount,
ticket_no,
scheduled_departure,
flight_no,
status,
arrival_airport,
departure_airport,
aircraft_code,
scheduled_arrival,
actual_arrival FROM (SELECT t1.fare_conditions, t1.amount, t1.ticket_no, t2.scheduled_departure, t2.flight_no, t2.status, t2.arrival_airport, t2.departure_airport, t2.aircraft_code, t2.scheduled_arrival, t2.actual_arrival FROM ticket_flights t1 LEFT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  arrival_airport ASC, departure_airport DESC",512419
"SELECT aircraft_code,
ticket_no,
flight_id,
boarding_no FROM (SELECT t1.aircraft_code, t2.ticket_no, t2.flight_id, t2.boarding_no FROM seats t1 LEFT JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no) ORDER BY  flight_id DESC, boarding_no DESC",799906
"SELECT ticket_no, COUNT(passenger_id) FROM tickets GROUP BY ticket_no HAVING COUNT(passenger_id) > 197",77860
"SELECT seat_no, COUNT(fare_conditions) FROM seats GROUP BY seat_no HAVING COUNT(fare_conditions) > 362",844
"SELECT t1.flight_id, t2.model FROM flights t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1320
"SELECT seat_no, COUNT(aircraft_code) FROM seats GROUP BY seat_no HAVING COUNT(aircraft_code) > 51",885
"SELECT seat_no, MAX(flight_id) FROM boarding_passes GROUP BY seat_no HAVING MAX(flight_id) > 263",87321
"SELECT boarding_no, flight_id FROM boarding_passes WHERE boarding_no > 277",775
"SELECT timezone, airport_code, coordinates, COUNT(airport_name) FROM airports_data WHERE 1=1 GROUP BY timezone, airport_code, coordinates",757
"SELECT t1.arrival_airport, t2.range FROM flights t1 JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1545
"SELECT scheduled_departure, AVG(flight_id) FROM flights GROUP BY scheduled_departure HAVING AVG(flight_id) > 383",4056
"SELECT t1.ticket_no, t2.departure_airport FROM ticket_flights t1 JOIN flights t2 ON t1.flight_id = t2.flight_id",5621
"SELECT flight_no, aircraft_code, actual_arrival, arrival_airport, scheduled_arrival, SUM(flight_id) FROM flights WHERE scheduled_arrival > DATE '2017-07-01' GROUP BY flight_no, aircraft_code, actual_arrival, arrival_airport, scheduled_arrival",7957
"SELECT passenger_id, COUNT(passenger_name) FROM tickets GROUP BY passenger_id HAVING COUNT(passenger_name) > 335",47041
"SELECT t1.boarding_no, t2.ticket_no FROM boarding_passes t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",60770
"SELECT flight_id, COUNT(ticket_no) FROM boarding_passes GROUP BY flight_id HAVING COUNT(ticket_no) > 433",36150
"SELECT amount, flight_id FROM ticket_flights WHERE amount < 151956",706
"SELECT amount, MAX(flight_id) FROM ticket_flights GROUP BY amount HAVING MAX(flight_id) > 237",114076
"SELECT total_amount, COUNT(book_ref) FROM bookings GROUP BY total_amount HAVING COUNT(book_ref) > 164",13447
"SELECT t1.boarding_no, t1.flight_id, t2.passenger_id, t2.book_ref, t2.contact_data FROM boarding_passes t1 LEFT JOIN tickets t2 ON t1.ticket_no = t2.ticket_no",121041
"SELECT boarding_no,
ticket_no,
scheduled_arrival,
actual_departure,
arrival_airport,
status,
departure_airport,
scheduled_departure,
flight_no FROM (SELECT t1.boarding_no, t1.ticket_no, t2.scheduled_arrival, t2.actual_departure, t2.arrival_airport, t2.status, t2.departure_airport, t2.scheduled_departure, t2.flight_no FROM boarding_passes t1 FULL OUTER JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  actual_departure DESC, arrival_airport DESC",191919
"SELECT contact_data,
book_ref,
passenger_id,
flight_id,
fare_conditions FROM (SELECT t1.contact_data, t1.book_ref, t1.passenger_id, t2.flight_id, t2.fare_conditions FROM tickets t1 JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  contact_data ASC, book_ref DESC",1139624
"SELECT ticket_no,
amount,
flight_id,
seat_no FROM (SELECT t1.ticket_no, t1.amount, t1.flight_id, t2.seat_no FROM ticket_flights t1 LEFT JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions) ORDER BY  flight_id ASC, seat_no ASC",37946257
"SELECT ticket_no, AVG(flight_id) FROM ticket_flights GROUP BY ticket_no HAVING AVG(flight_id) > 38",135810
"SELECT passenger_id, COUNT(ticket_no) FROM tickets GROUP BY passenger_id",34773
"SELECT flight_id, ticket_no FROM ticket_flights WHERE flight_id < 16841",858
"SELECT city, COUNT(coordinates) FROM airports_data GROUP BY city HAVING COUNT(coordinates) > 256",1052
"SELECT t1.passenger_name, t2.book_date FROM tickets t1 RIGHT JOIN bookings t2 ON t1.book_ref = t2.book_ref",29142
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 1191021",4532
"SELECT ticket_no, seat_no, MIN(boarding_no) FROM boarding_passes WHERE 1=1 GROUP BY ticket_no, seat_no",82352
"SELECT airport_code, COUNT(coordinates) FROM airports_data GROUP BY airport_code HAVING COUNT(coordinates) > 268",720
"SELECT t1.ticket_no, t2.actual_departure, t2.flight_no, t2.arrival_airport, t2.aircraft_code, t2.scheduled_arrival, t2.departure_airport, t2.scheduled_departure, t2.status FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id",8607
"SELECT model, aircraft_code, MIN(range) FROM aircrafts_data WHERE range > 1425 GROUP BY model, aircraft_code",629
"SELECT t1.ticket_no, t1.amount, t1.fare_conditions, t2.scheduled_departure, t2.arrival_airport, t2.aircraft_code, t2.actual_arrival FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id",6305
"SELECT ticket_no, amount, fare_conditions, SUM(flight_id) FROM ticket_flights WHERE amount < 199768 GROUP BY ticket_no, amount, fare_conditions",156991
"SELECT fare_conditions, SUM(amount) FROM ticket_flights WHERE 1=1 GROUP BY fare_conditions",64337
"SELECT scheduled_departure, aircraft_code, status, scheduled_arrival, actual_arrival, actual_departure, COUNT(flight_id) FROM flights WHERE 1=1 GROUP BY scheduled_departure, aircraft_code, status, scheduled_arrival, actual_arrival, actual_departure",7359
"SELECT t1.aircraft_code, t2.boarding_no FROM seats t1 LEFT JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",1474
"SELECT ticket_no, MAX(amount) FROM ticket_flights GROUP BY ticket_no HAVING MAX(amount) > 226",118852
"SELECT flight_no, scheduled_arrival FROM flights WHERE 1=1",905
"SELECT arrival_airport, COUNT(aircraft_code) FROM flights GROUP BY arrival_airport HAVING COUNT(aircraft_code) > 256",2898
"SELECT scheduled_arrival,
actual_arrival,
aircraft_code,
departure_airport,
actual_departure,
scheduled_departure,
status,
fare_conditions,
amount FROM (SELECT t1.scheduled_arrival, t1.actual_arrival, t1.aircraft_code, t1.departure_airport, t1.actual_departure, t1.scheduled_departure, t1.status, t2.fare_conditions, t2.amount FROM flights t1 RIGHT JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  status DESC, fare_conditions DESC",283687
"SELECT seat_no,
scheduled_departure,
status,
flight_no FROM (SELECT t1.seat_no, t2.scheduled_departure, t2.status, t2.flight_no FROM boarding_passes t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  seat_no DESC",208920
"SELECT passenger_id,
amount FROM (SELECT t1.passenger_id, t2.amount FROM tickets t1 RIGHT JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  passenger_id ASC, amount DESC",313233
"SELECT ticket_no,
fare_conditions,
arrival_airport,
flight_no,
aircraft_code FROM (SELECT t1.ticket_no, t1.fare_conditions, t2.arrival_airport, t2.flight_no, t2.aircraft_code FROM ticket_flights t1 RIGHT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  ticket_no DESC, fare_conditions ASC",307431
"SELECT seat_no, SUM(boarding_no) FROM boarding_passes WHERE 1=1 GROUP BY seat_no",36395
"SELECT book_ref, book_ref FROM tickets WHERE 1=1",723
"SELECT aircraft_code, COUNT(model) FROM aircrafts_data GROUP BY aircraft_code HAVING COUNT(model) > 417",766
"SELECT seat_no, COUNT(fare_conditions) FROM seats GROUP BY seat_no HAVING COUNT(fare_conditions) > 451",1146
"SELECT t1.fare_conditions, t2.ticket_no, t2.flight_id, t2.boarding_no FROM seats t1 FULL OUTER JOIN boarding_passes t2 ON t1.seat_no = t2.seat_no",1522
"SELECT flight_no, actual_arrival, aircraft_code, arrival_airport, status, scheduled_arrival, departure_airport, SUM(flight_id) FROM flights WHERE 1=1 GROUP BY flight_no, actual_arrival, aircraft_code, arrival_airport, status, scheduled_arrival, departure_airport",8541
"SELECT t1.flight_id, t1.ticket_no, t1.amount, t2.aircraft_code, t2.seat_no FROM ticket_flights t1 RIGHT JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions",1293
"SELECT book_ref, COUNT(contact_data) FROM tickets GROUP BY book_ref HAVING COUNT(contact_data) > 345",44645
"SELECT t1.ticket_no, t2.ticket_no, t2.fare_conditions, t2.amount FROM boarding_passes t1 JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",69889
"SELECT t1.arrival_airport, t1.actual_departure, t1.flight_no, t1.scheduled_arrival, t1.actual_arrival, t2.ticket_no FROM flights t1 LEFT JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id",7233
"SELECT fare_conditions, ticket_no, COUNT(amount) FROM ticket_flights WHERE 1=1 GROUP BY fare_conditions, ticket_no",99441
"SELECT book_date, MAX(total_amount) FROM bookings GROUP BY book_date HAVING MAX(total_amount) > 462",30246
"SELECT t1.scheduled_arrival, t1.flight_id, t1.departure_airport, t1.actual_arrival, t1.actual_departure, t1.flight_no, t1.scheduled_departure, t1.arrival_airport, t1.status, t2.fare_conditions, t2.seat_no FROM flights t1 LEFT JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",1384
"SELECT t1.contact_data, t2.book_date FROM tickets t1 LEFT JOIN bookings t2 ON t1.book_ref = t2.book_ref",31195
"SELECT *
FROM v$sql_plan",16841
"SELECT *
FROM v$sql_plan
WHERE sql_id = 'ваш_идентификатор_sql'
ORDER BY id",20637
"SELECT 
    sql.sql_text,
    sql.sql_id,
    sql.child_number,
    sql.buffer_gets,
    sql.disk_reads,
    sql.rows_processed,
    sql.elapsed_time,
    sql.cpu_time,
    plan.operation,
    plan.options,
    plan.object_name,
    plan.object_type,
    plan.bytes,
    plan.cardinality
FROM 
    v$sql sql
JOIN 
    v$sql_plan plan
ON 
    sql.sql_id = plan.sql_id",20941
"SELECT arrival_airport,
actual_arrival,
aircraft_code,
actual_departure,
departure_airport,
scheduled_departure,
ticket_no,
amount,
fare_conditions FROM (SELECT t1.arrival_airport, t1.actual_arrival, t1.aircraft_code, t1.actual_departure, t1.departure_airport, t1.scheduled_departure, t2.ticket_no, t2.amount, t2.fare_conditions FROM flights t1 FULL OUTER JOIN ticket_flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  ticket_no DESC, amount ASC",394849
"SELECT actual_departure,
flight_id,
departure_airport,
status,
scheduled_arrival,
scheduled_departure,
fare_conditions FROM (SELECT t1.actual_departure, t1.flight_id, t1.departure_airport, t1.status, t1.scheduled_arrival, t1.scheduled_departure, t2.fare_conditions FROM flights t1 LEFT JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code) ORDER BY  scheduled_arrival ASC, scheduled_departure DESC",733819
"SELECT t1.seat_no, t2.scheduled_arrival, t2.flight_no, t2.flight_id, t2.actual_arrival FROM seats t1 FULL OUTER JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1255
"SELECT t1.model, t1.range, t2.status, t2.arrival_airport, t2.scheduled_departure, t2.actual_arrival, t2.flight_id, t2.departure_airport FROM aircrafts_data t1 FULL OUTER JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code",1583
"SELECT range, COUNT(aircraft_code) FROM aircrafts_data GROUP BY range HAVING COUNT(aircraft_code) > 456",732
"SELECT fare_conditions, SUM(flight_id) FROM ticket_flights WHERE amount < 113211 GROUP BY fare_conditions",70637
"SELECT fare_conditions, COUNT(seat_no) FROM seats GROUP BY fare_conditions HAVING COUNT(seat_no) > 475",686
"SELECT contact_data, COUNT(passenger_name) FROM tickets GROUP BY contact_data HAVING COUNT(passenger_name) > 384",88898
"SELECT actual_departure, scheduled_arrival FROM flights WHERE 1=1",634
"SELECT airport_name, airport_code, city, COUNT(coordinates) FROM airports_data WHERE 1=1 GROUP BY airport_name, airport_code, city",1362
"SELECT amount, SUM(flight_id) FROM ticket_flights GROUP BY amount HAVING SUM(flight_id) > 177",75897
"SELECT coordinates, COUNT(timezone) FROM airports_data GROUP BY coordinates HAVING COUNT(timezone) > 484",600
"SELECT contact_data, COUNT(passenger_name) FROM tickets GROUP BY contact_data HAVING COUNT(passenger_name) > 164",93926
"SELECT actual_arrival, flight_no, departure_airport, aircraft_code, scheduled_departure, arrival_airport, scheduled_arrival, status, MAX(flight_id) FROM flights WHERE 1=1 GROUP BY actual_arrival, flight_no, departure_airport, aircraft_code, scheduled_departure, arrival_airport, scheduled_arrival, status",10878
"SELECT passenger_name,
passenger_id,
contact_data,
flight_id,
amount FROM (SELECT t1.passenger_name, t1.passenger_id, t1.contact_data, t2.flight_id, t2.amount FROM tickets t1 FULL OUTER JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  passenger_name ASC, passenger_id DESC",907156
"SELECT range,
scheduled_arrival,
scheduled_departure FROM (SELECT t1.range, t2.scheduled_arrival, t2.scheduled_departure FROM aircrafts_data t1 LEFT JOIN flights t2 ON t1.aircraft_code = t2.aircraft_code) ORDER BY  range DESC, scheduled_arrival DESC",10436
"SELECT contact_data,
book_ref,
passenger_name,
passenger_id,
flight_id FROM (SELECT t1.contact_data, t1.book_ref, t1.passenger_name, t1.passenger_id, t2.flight_id FROM tickets t1 LEFT JOIN boarding_passes t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  passenger_name ASC, passenger_id ASC",443910
"SELECT ticket_no,
boarding_no,
actual_arrival,
flight_no FROM (SELECT t1.ticket_no, t1.boarding_no, t2.actual_arrival, t2.flight_no FROM boarding_passes t1 JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  actual_arrival DESC, flight_no ASC",141185
"SELECT book_date, COUNT(book_ref) FROM bookings GROUP BY book_date HAVING COUNT(book_ref) > 412",24187
"SELECT book_ref, COUNT(ticket_no) FROM tickets GROUP BY book_ref HAVING COUNT(ticket_no) > 111",41951
"SELECT passenger_name, COUNT(book_ref) FROM tickets GROUP BY passenger_name HAVING COUNT(book_ref) > 229",30721
"SELECT t1.passenger_id, t1.passenger_name, t1.book_ref, t2.amount, t2.flight_id FROM tickets t1 FULL OUTER JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no",62227
"SELECT range, model FROM aircrafts_data WHERE range > 4245",738
"SELECT ticket_no, COUNT(book_ref) FROM tickets GROUP BY ticket_no HAVING COUNT(book_ref) > 131",70912
"SELECT t1.fare_conditions, t1.seat_no, t2.model FROM seats t1 LEFT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1011
"SELECT book_ref, COUNT(passenger_name) FROM tickets GROUP BY book_ref HAVING COUNT(passenger_name) > 312",41161
"SELECT passenger_id, ticket_no, passenger_name, COUNT(contact_data) FROM tickets WHERE 1=1 GROUP BY passenger_id, ticket_no, passenger_name",701
"SELECT range, COUNT(model) FROM aircrafts_data GROUP BY range HAVING COUNT(model) > 429",583
"SELECT boarding_no, COUNT(ticket_no) FROM boarding_passes GROUP BY boarding_no HAVING COUNT(ticket_no) > 233",48222
"SELECT t1.actual_departure, t1.flight_no, t1.actual_arrival, t1.status, t1.scheduled_departure, t1.arrival_airport, t2.model, t2.range FROM flights t1 LEFT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1201
"SELECT 
        SQL_TEXT,
        SHARABLE_MEM,
        PERSISTENT_MEM,
        RUNTIME_MEM,
        SORTS,
        LOADED_VERSIONS,
        OPEN_VERSIONS,
        USERS_OPENING,
        FETCHES,
        EXECUTIONS,
        PX_SERVERS_EXECUTIONS,
        END_OF_FETCH_COUNT,
        USERS_EXECUTING,
        LOADS,
        PARSE_CALLS,
        DISK_READS,
        DIRECT_WRITES,
        DIRECT_READS,
        BUFFER_GETS,
        APPLICATION_WAIT_TIME,
        CONCURRENCY_WAIT_TIME,
        CLUSTER_WAIT_TIME,
        USER_IO_WAIT_TIME,
        PLSQL_EXEC_TIME,
        JAVA_EXEC_TIME,
        ROWS_PROCESSED,
        COMMAND_TYPE,
        OPTIMIZER_MODE,
        OPTIMIZER_COST,
        CPU_TIME,
        ELAPSED_TIME,
        IO_INTERCONNECT_BYTES,
        PHYSICAL_READ_REQUESTS,
        PHYSICAL_READ_BYTES,
        PHYSICAL_WRITE_REQUESTS,
        PHYSICAL_WRITE_BYTES,
        LOCKED_TOTAL,
        PINNED_TOTAL
    FROM EXTENDED_SQL_MONITORING
    WHERE module <> 'DBMS_SCHEDULER' 
        AND ACTION IS NULL 
        AND BIND_DATA IS NULL 
        AND SQL_TEXT not LIKE 'SELECT /%'
        AND SQL_TEXT not LIKE '%DUAL%'
        AND SQL_TEXT LIKE 'SELECT%'
order by ELAPSED_TIME",13020
"SELECT amount,
fare_conditions,
ticket_no,
flight_no,
scheduled_departure,
status,
scheduled_arrival,
departure_airport,
aircraft_code,
arrival_airport,
actual_departure,
actual_arrival FROM (SELECT t1.amount, t1.fare_conditions, t1.ticket_no, t2.flight_no, t2.scheduled_departure, t2.status, t2.scheduled_arrival, t2.departure_airport, t2.aircraft_code, t2.arrival_airport, t2.actual_departure, t2.actual_arrival FROM ticket_flights t1 LEFT JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  fare_conditions ASC, ticket_no ASC",564937
"SELECT amount,
ticket_no,
aircraft_code,
flight_no,
arrival_airport,
scheduled_arrival,
departure_airport,
actual_departure FROM (SELECT t1.amount, t1.ticket_no, t2.aircraft_code, t2.flight_no, t2.arrival_airport, t2.scheduled_arrival, t2.departure_airport, t2.actual_departure FROM ticket_flights t1 FULL OUTER JOIN flights t2 ON t1.flight_id = t2.flight_id) ORDER BY  departure_airport DESC, actual_departure ASC",295191
"SELECT scheduled_arrival,
departure_airport,
scheduled_departure,
actual_departure,
arrival_airport,
status,
flight_id,
actual_arrival,
flight_no,
seat_no FROM (SELECT t1.scheduled_arrival, t1.departure_airport, t1.scheduled_departure, t1.actual_departure, t1.arrival_airport, t1.status, t1.flight_id, t1.actual_arrival, t1.flight_no, t2.seat_no FROM flights t1 JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code) ORDER BY  scheduled_arrival ASC",710796
"SELECT t1.seat_no, t1.aircraft_code, t2.ticket_no, t2.amount, t2.flight_id FROM seats t1 RIGHT JOIN ticket_flights t2 ON t1.fare_conditions = t2.fare_conditions",1354
"SELECT t1.actual_departure, t2.fare_conditions FROM flights t1 JOIN seats t2 ON t1.aircraft_code = t2.aircraft_code",1323
"SELECT flight_id, fare_conditions FROM ticket_flights WHERE flight_id < 25094",733
"SELECT amount, ticket_no FROM ticket_flights WHERE amount < 18561",621
"SELECT t1.seat_no, t1.fare_conditions, t2.range, t2.model FROM seats t1 RIGHT JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code",1284
"SELECT book_ref, SUM(total_amount) FROM bookings WHERE total_amount > 446495 GROUP BY book_ref",635
"SELECT passenger_name, COUNT(passenger_id) FROM tickets WHERE 1=1 GROUP BY passenger_name",32879
"SELECT book_ref, COUNT(passenger_name) FROM tickets GROUP BY book_ref HAVING COUNT(passenger_name) > 494",40754
"SELECT amount, flight_id FROM ticket_flights WHERE amount < 76490",625
"SELECT flight_id, seat_no FROM boarding_passes WHERE flight_id < 7210",676
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 849959",1017
"SELECT ticket_no, MAX(amount) FROM ticket_flights GROUP BY ticket_no",114866
"SELECT 
        SQL_TEXT,
        SHARABLE_MEM,
        PERSISTENT_MEM,
        RUNTIME_MEM,
        SORTS,
        LOADED_VERSIONS,
        OPEN_VERSIONS,
        USERS_OPENING,
        FETCHES,
        EXECUTIONS,
        PX_SERVERS_EXECUTIONS,
        END_OF_FETCH_COUNT,
        USERS_EXECUTING,
        LOADS,
        PARSE_CALLS,
        DISK_READS,
        DIRECT_WRITES,
        DIRECT_READS,
        BUFFER_GETS,
        APPLICATION_WAIT_TIME,
        CONCURRENCY_WAIT_TIME,
        CLUSTER_WAIT_TIME,
        USER_IO_WAIT_TIME,
        PLSQL_EXEC_TIME,
        JAVA_EXEC_TIME,
        ROWS_PROCESSED,
        COMMAND_TYPE,
        OPTIMIZER_MODE,
        OPTIMIZER_COST,
        CPU_TIME,
        ELAPSED_TIME,
        IO_INTERCONNECT_BYTES,
        PHYSICAL_READ_REQUESTS,
        PHYSICAL_READ_BYTES,
        PHYSICAL_WRITE_REQUESTS,
        PHYSICAL_WRITE_BYTES,
        LOCKED_TOTAL,
        PINNED_TOTAL
    FROM EXTENDED_SQL_MONITORING
    WHERE module <> 'DBMS_SCHEDULER' 
        AND ACTION IS NULL 
        AND BIND_DATA IS NULL 
        AND SQL_TEXT not LIKE 'SELECT /%'
        AND SQL_TEXT not LIKE '%DUAL%'
        AND SQL_TEXT LIKE 'SELECT%'
order by ELAPSED_TIME desc",18993
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME
    FROM EXTENDED_SQL_MONITORING
    where SQL_TEXT = 'SELECT t1.timezone, t2.model FROM airports_data t1 JOIN aircrafts_data t2 ON t1.timezone = t2.model'",11962
"SELECT contact_data,
book_ref,
passenger_name,
passenger_id,
flight_id,
amount FROM (SELECT t1.contact_data, t1.book_ref, t1.passenger_name, t1.passenger_id, t2.flight_id, t2.amount FROM tickets t1 RIGHT JOIN ticket_flights t2 ON t1.ticket_no = t2.ticket_no) ORDER BY  contact_data DESC",1093501
"SELECT departure_airport,
ticket_no,
boarding_no FROM (SELECT t1.departure_airport, t2.ticket_no, t2.boarding_no FROM flights t1 LEFT JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id) ORDER BY  departure_airport DESC",97166
"SELECT amount,
ticket_no,
seat_no FROM (SELECT t1.amount, t1.ticket_no, t2.seat_no FROM ticket_flights t1 FULL OUTER JOIN seats t2 ON t1.fare_conditions = t2.fare_conditions) ORDER BY  ticket_no ASC, seat_no DESC",5397068
"SELECT amount,
seat_no,
boarding_no,
ticket_no FROM (SELECT t1.amount, t2.seat_no, t2.boarding_no, t2.ticket_no FROM ticket_flights t1 JOIN boarding_passes t2 ON t1.flight_id = t2.flight_id) ORDER BY  amount ASC",10562028
"SELECT scheduled_arrival, actual_arrival FROM flights WHERE scheduled_arrival > DATE '2017-06-01'",762
"SELECT flight_id, COUNT(status) FROM flights GROUP BY flight_id",670
"SELECT ticket_no, MAX(amount) FROM ticket_flights GROUP BY ticket_no HAVING MAX(amount) > 71",120448
"SELECT ticket_no, COUNT(fare_conditions) FROM ticket_flights GROUP BY ticket_no HAVING COUNT(fare_conditions) > 452",129049
"SELECT boarding_no, flight_id FROM boarding_passes WHERE boarding_no > 264",895
"SELECT total_amount, COUNT(book_date) FROM bookings GROUP BY total_amount HAVING COUNT(book_date) > 423",15105
"SELECT departure_airport, status FROM flights WHERE 1=1",773
"SELECT t1.ticket_no, t2.status, t2.flight_no, t2.departure_airport, t2.actual_departure, t2.actual_arrival FROM boarding_passes t1 FULL OUTER JOIN flights t2 ON t1.flight_id = t2.flight_id",6002
"SELECT ticket_no, MAX(amount) FROM ticket_flights GROUP BY ticket_no HAVING MAX(amount) > 29",114439
"SELECT ticket_no, MAX(boarding_no) FROM boarding_passes WHERE 1=1 GROUP BY ticket_no",63979
"SELECT contact_data, passenger_name FROM tickets WHERE 1=1",778
"SELECT ticket_no, COUNT(contact_data) FROM tickets WHERE 1=1 GROUP BY ticket_no",755
"SELECT total_amount, book_date FROM bookings WHERE total_amount > 1100005",4309
"SELECT 
        SQL_TEXT,
        ELAPSED_TIME
    FROM EXTENDED_SQL_MONITORING
    order by ELAPSED_TIME desc",4464
"SELECT fare_conditions,
seat_no,
model FROM (SELECT t1.fare_conditions, t1.seat_no, t2.model FROM seats t1 FULL OUTER JOIN aircrafts_data t2 ON t1.aircraft_code = t2.aircraft_code) ORDER BY  fare_conditions ASC",3078
